latitude longitude arsenic censor depth_m year_made year_observed
22.981 89.456 0.5 1 55 1982 1998
22.944 89.478 0.5 1 54 1996 1998
22.912 89.499 0.5 1 54 1985 1998
22.633 89.52 0.5 1 21 1988 1998
22.672 89.53 0.5 1 331 1997 1998
22.756 89.527 0.5 1 143 1991 1998
22.716 89.581 538 0 26 1972 1998
22.689 89.571 0.5 1 54 1982 1998
22.717 89.581 0.5 1 305 1998 1998
22.567 89.322 68 0 51 1975 1998
22.617 89.317 8.7 0 22 1997 1998
22.624 89.304 97 0 50 1985 1998
22.659 89.334 3.9 0 45 1975 1998
22.71 89.306 88.3 0 41 1980 1998
22.809 89.398 0.8 0 295 1996 1998
22.788 89.578 0.5 1 180 1995 1998
22.816 89.568 0.5 1 323 1994 1998
22.816 89.567 46.8 0 74 1997 1998
22.799 89.538 0.5 1 323 1989 1998
22.743 89.552 0.5 1 312 1997 1998
22.826 89.011 501 0 43 1988 1998
22.918 89.601 2.9 0 271 1998 1998
22.915 89.625 18.6 0 22 1998 1998
22.9 89.656 36.8 0 21 1997 1998
22.87 89.634 109 0 24 1991 1998
22.887 89.6 0.5 1 71 1995 1998
22.587 89.518 15.8 0 33 1997 1998
22.63 89.515 0.5 1 40 1990 1998
22.8 89.643 39.5 0 30 1979 1998
22.812 89.645 55.9 0 69 1995 1998
22.813 89.644 1 0 295 1998 1998
22.797 89.589 0.5 1 308 1995 1998
22.797 89.589 87.4 0 75 1979 1998
22.84 89.559 0.5 1 54 1988 1998
22.826 89.575 137 0 62 1992 1998
22.84 89.584 3.8 0 322 1998 1998
22.83 89.606 18.7 0 67 1997 1998
22.865 89.545 0.5 1 92 1990 1998
22.862 89.525 0.9 0 344 1995 1998
22.862 89.525 0.5 1 65 1993 1998
22.864 89.532 0.5 1 91 1986 1998
22.831 89.543 1.7 0 308 1986 1998
22.811 89.555 0.5 0 310 1997 1998
22.837 89.531 0.5 1 74 1995 1998
22.628 89.122 40.1 0 12 1997 1998
22.685 89.122 108 0 223 1998 1998
22.711 89.107 72.9 0 23 1996 1998
22.887 89.535 168 0 55 1984 1998
22.862 89.556 0.5 1 56 1995 1998
22.918 89.569 0.9 0 53 1996 1998
22.959 89.556 0.5 1 59 1982 1998
22.896 89.508 39.4 0 61 1979 1998
22.819 89.421 2.8 0 279 1990 1998
22.753 89.419 33.8 0 44 1995 1998
22.698 89.434 36.2 0 43 1980 1998
22.825 89.274 65.7 0 53 1995 1998
22.823 89.331 39.6 0 20 1990 1998
22.856 89.359 0.9 0 184 1997 1998
22.861 89.422 1.1 0 54 1997 1998
22.778 89.706 0.8 0 276 1998 1998
22.672 89.618 127 0 16 1980 1998
22.709 89.635 15 0 23 1989 1998
22.739 89.652 453 0 31 1981 1998
22.751 89.714 571 0 16 1978 1998
22.78 89.726 355 0 36 1990 1998
22.883 89.518 0.5 1 39 1990 1998
22.889 89.506 3 0 69 1996 1998
22.862 89.542 1.7 0 54 1997 1998
22.866 89.541 0.5 1 246 1952 1998
22.855 89.542 39 0 39 1996 1998
22.865 89.525 62.8 0 49 1996 1998
22.483 89.011 24.5 0 20 1985 1998
22.455 89.028 5.1 0 11 1990 1998
22.392 89.015 15.4 0 24 1994 1998
22.393 88.998 0.7 0 236 1994 1998
22.376 89.031 18.5 0 15 1997 1998
22.435 89.095 2 0 20 1970 1998
22.49 89.059 24 0 10 1986 1998
22.608 89.001 3.5 0 262 1997 1998
22.607 88.999 221 0 44 1993 1998
22.558 89.007 192 0 35 1992 1998
22.564 88.981 73.5 0 26 1996 1998
22.576 88.965 58.7 0 31 1996 1998
22.605 88.961 315 0 45 1992 1998
22.902 89.768 0.5 1 279 1997 1998
22.902 89.768 317 0 18 1985 1998
22.927 89.81 103 0 25 1994 1998
22.898 89.81 128 0 18 1992 1998
22.855 89.819 46.9 0 21 1975 1998
22.869 89.748 252 0 23 1993 1998
22.575 89.659 148 0 24 1988 1998
22.575 89.659 3.2 0 276 1998 1998
22.579 89.665 129 0 14 1986 1998
22.597 89.641 37.6 0 15 1984 1998
22.629 89.61 424 0 22 1994 1998
22.677 89.652 472 0 24 1989 1998
22.642 89.643 339 0 23 1998 1998
23.374 89.369 216 0 46 1995 1998
23.411 89.292 49.5 0 49 1992 1998
23.375 89.308 0.5 1 56 1997 1998
23.329 89.345 64.7 0 49 1993 1998
23.301 89.402 0.5 0 55 1992 1998
23.327 89.401 0.5 1 49 1992 1998
23.041 89.635 13.2 0 251 1998 1998
23.048 89.644 200 0 31 1983 1998
23.02 89.716 165 0 41 1990 1998
23.02 89.664 228 0 50 1982 1998
22.751 89.02 73.5 0 36 1984 1998
22.745 88.925 262 0 30 1990 1998
22.751 88.941 266 0 92 1976 1998
22.693 88.985 1.1 0 217 1997 1998
22.693 88.985 136 0 43 1996 1998
22.683 89.024 82.8 0 39 1985 1998
22.647 88.934 9.4 0 203 1998 1998
22.86 89.04 187 0 148 1996 1998
22.917 89.014 92.5 0 44 1992 1998
22.923 89.096 106 0 39 1965 1998
22.873 89.084 181 0 31 1996 1998
22.836 89.011 453 0 46 1991 1998
22.841 88.974 328 0 52 1996 1998
22.901 88.949 88 0 46 1948 1998
22.371 89.175 0.5 1 187 1993 1998
22.305 89.11 168 0 43 1996 1998
22.305 89.111 2 0 7 1995 1998
22.333 89.04 17.4 0 9 1996 1998
22.711 89.107 143 0 44 1997 1998
22.703 89.073 3.5 0 24 1993 1998
22.703 89.054 227 0 30 1996 1998
22.57 89.076 56.2 0 46 1988 1998
22.733 89.297 75.8 0 45 1985 1998
22.782 89.251 16.6 0 182 1964 1998
22.782 89.251 15.5 0 48 1995 1998
22.778 89.205 270 0 49 1995 1998
22.679 89.256 233 0 39 1977 1998
22.721 89.207 291 0 49 1996 1998
22.765 89.143 108 0 38 1992 1998
22.795 89.12 319 0 41 1997 1998
22.504 89.199 330 0 55 1996 1998
22.414 89.217 261 0 59 1981 1998
22.535 89.12 0.5 1 157 1997 1998
22.535 89.12 86.2 0 13 1990 1998
22.615 89.15 236 0 46 1991 1998
22.666 89.876 103 0 24 1985 1998
22.689 89.865 16.4 0 14 1989 1998
22.606 89.85 45.6 0 9 1988 1998
22.602 89.887 10.1 0 21 1997 1998
22.608 89.844 177 0 18 1995 1998
22.782 89.877 480 0 22 1979 1998
22.841 89.849 96.9 0 25 1979 1998
22.857 89.872 269 0 29 1979 1998
22.366 89.071 10 0 9 1996 1998
22.365 89.086 509 0 15 1982 1998
22.561 89.863 81.3 0 20 1980 1998
22.487 89.866 3.6 0 20 1995 1998
22.601 89.893 472 0 25 1982 1998
22.583 89.959 27.2 0 29 1982 1998
22.456 89.859 30.2 0 13 1982 1998
22.263 89.834 1.8 0 10 1988 1998
22.287 89.844 60.1 0 10 1994 1998
22.313 89.854 24.8 0 10 1985 1998
22.663 89.774 130 0 29 1984 1998
22.715 89.667 635 0 19 1980 1998
22.718 89.668 0.5 1 282 1996 1998
22.704 89.688 234 0 15 1984 1998
22.732 89.754 26.2 0 30 1997 1998
22.664 89.783 299 0 25 1980 1998
22.662 89.798 10.8 0 30 1990 1998
22.658 89.771 1.1 0 277 1997 1998
22.671 89.694 0.5 1 282 1997 1998
23.082 89.526 0.5 1 60 1997 1998
23.16 89.444 203 0 55 1978 1998
23.161 89.482 40.4 0 52 1981 1998
23.154 89.511 20 0 71 1996 1998
23.173 89.505 184 0 58 1996 1998
23.504 89.402 1 0 58 1996 1998
23.508 89.341 28.9 0 49 1996 1998
23.501 89.436 0.5 1 56 1995 1998
23.409 89.399 106 0 53 1974 1998
23.462 89.467 0.5 0 53 1997 1998
23.374 89.508 9.1 0 58 1995 1998
23.419 89.491 0.5 1 53 1975 1998
23.486 89.428 33.3 0 148 -1 1998
23.485 89.429 10.8 0 20 1980 1998
23.401 89.6 168 0 72 1997 1998
23.358 89.581 0.5 1 62 1991 1998
23.336 89.52 0.5 1 64 1996 1998
23.368 89.556 0.5 1 57 1994 1998
23.439 89.502 0.5 1 64 1985 1998
23.488 89.563 0.5 1 63 1994 1998
23.45 89.573 7.5 0 72 1994 1998
23.119 89.081 107 0 35 1985 1998
23.104 89.112 72.4 0 92 1984 1998
23.098 89.047 0.5 1 195 1998 1998
23.051 89.055 201 0 25 1992 1998
23.005 89.038 83.6 0 37 1980 1998
22.979 89.074 107 0 40 1996 1998
22.965 89.021 49.6 0 40 1984 1998
23.093 89.345 0.5 1 50 1993 1998
23.02 89.406 0.5 1 139 1997 1998
22.981 89.392 77.7 0 35 1989 1998
22.982 89.479 3 0 25 1987 1998
23.046 89.398 355 0 49 1979 1998
23.019 89.407 283 0 55 1979 1998
23.218 89.232 1.7 0 50 1970 1998
23.191 89.217 77.8 0 22 1990 1998
23.13 89.306 121 0 62 1988 1998
23.419 88.822 98.7 0 44 1986 1998
23.43 88.779 15.5 0 40 1985 1998
23.474 88.836 44.6 0 44 1993 1998
23.479 88.9 0.5 1 35 1991 1998
23.44 88.92 67.2 0 50 1968 1998
23.461 88.961 9.6 0 49 1996 1998
23.501 88.956 131 0 43 1991 1998
23.433 89.052 37.2 0 45 1960 1998
23.479 89.022 0.5 1 52 1998 1998
23.409 89.014 0.5 1 25 1995 1998
23.408 89.013 4.9 0 120 1995 1998
23.745 89.264 0.5 1 47 1996 1998
23.663 89.356 21.2 0 49 1988 1998
23.68 89.239 83.8 0 24 1989 1998
23.686 89.253 1.4 0 217 1985 1998
23.663 89.199 5.1 0 20 1975 1998
23.711 89.151 14.8 0 49 1975 1998
23.693 89.178 281 0 49 1994 1998
23.643 89.201 30.8 0 54 1997 1998
23.653 89.048 15.8 0 49 1994 1998
23.719 89.077 18.9 0 44 1997 1998
23.651 89.123 0.8 0 50 1991 1998
23.648 89.047 0.5 1 72 1992 1998
23.606 89.075 135 0 45 1973 1998
23.579 89.129 11.7 0 40 1995 1998
23.86 89.238 4.7 0 121 1997 1998
23.901 89.259 377 0 35 1988 1998
23.906 89.225 11.7 0 37 1986 1998
23.898 89.186 0.5 1 40 1992 1998
23.86 89.163 1.3 0 42 1998 1998
22.86 89.877 398 0 19 1993 1998
22.82 89.874 186 0 25 1989 1998
22.803 89.901 170 0 21 1975 1998
22.791 89.876 134 0 20 1975 1998
22.532 89.59 14 0 13 1994 1998
22.476 89.597 0.5 1 16 1996 1998
22.469 89.605 4.1 0 13 1995 1998
23.213 89.488 0.5 1 50 1996 1998
23.223 89.45 0.5 1 62 1997 1998
23.269 89.498 1.2 0 21 1997 1998
23.581 89.444 2.8 0 49 1977 1998
23.558 89.493 0.5 1 44 1996 1998
23.437 89.465 0.5 1 52 1997 1998
23.643 89.435 0.5 1 49 1996 1998
23.636 89.374 15.2 0 43 1963 1998
23.594 89.369 0.5 1 47 -1 1998
23.809 89.23 4.4 0 35 1970 1998
23.772 89.194 0.7 0 42 1989 1998
24.011 88.877 135 0 39 1983 1998
24.096 88.924 665 0 31 1994 1998
24.015 88.944 0.5 1 42 1997 1998
24.05 88.766 0.5 1 35 1975 1998
24.046 88.836 0.5 1 44 1994 1998
23.952 88.881 0.5 1 34 1996 1998
23.982 88.838 0.5 1 40 1996 1998
22.715 90.352 42.8 0 292 1987 1998
22.736 90.381 0.5 1 22 1987 1998
22.739 90.379 0.5 1 322 1991 1998
22.696 90.377 385 0 27 1995 1998
22.696 90.373 2.8 0 315 1996 1998
22.702 90.357 54 0 331 1996 1998
22.893 90.506 41.5 0 14 1974 1998
22.884 90.568 0.8 0 15 1965 1998
23.546 89.163 24.3 0 45 1990 1998
23.664 89.132 11.9 0 30 1997 1998
23.765 89.302 0.5 1 43 1985 1998
23.84 89.32 0.5 1 38 -1 1998
23.869 89.346 0.5 1 38 1986 1998
23.807 89.285 2.2 0 98 1982 1998
23.807 89.285 0.5 1 37 1990 1998
24.058 88.992 1660 0 49 1989 1998
24.102 88.985 212 0 35 1978 1998
24.102 88.985 9.9 0 97 1997 1998
24.01 88.931 75.7 0 41 1997 1998
24.07 88.96 52.7 0 45 1997 1998
24.024 88.959 98.4 0 36 1990 1998
23.816 88.981 0.5 1 42 1994 1998
23.863 88.975 32.8 0 41 1972 1998
23.891 89.064 63.6 0 36 1996 1998
23.008 89.584 0.5 1 66 1994 1998
23.044 89.603 255 0 51 1993 1998
23.118 88.93 30.7 0 40 1982 1998
23.056 88.953 21.7 0 199 1998 1998
23.056 88.953 7.8 0 39 1984 1998
23.044 88.901 1.4 0 44 1982 1998
23.011 88.9 38.4 0 41 1978 1998
22.945 88.936 57.3 0 39 1980 1998
23.015 88.964 15.7 0 44 1977 1998
22.855 89.19 40.4 0 26 1993 1998
22.826 89.161 308 0 51 1978 1998
22.907 89.168 93.2 0 39 1983 1998
22.891 89.267 170 0 39 1997 1998
22.912 89.324 0.5 1 203 1997 1998
22.912 89.324 0.5 1 50 1993 1998
22.872 89.317 2.3 0 49 1960 1998
23.262 89.178 172 0 34 1993 1998
23.222 89.149 90.3 0 49 1996 1998
23.17 89.138 132 0 25 1990 1998
23.127 89.18 0.5 1 49 1987 1998
23.178 89.195 10.5 0 148 1985 1998
23.179 89.197 0.5 1 49 1993 1998
23.15 89.209 0.5 1 49 1979 1998
23.162 89.209 0.5 1 50 1995 1998
23.601 88.775 64.6 0 92 1985 1998
23.544 88.758 130 0 38 1997 1998
23.498 88.749 119 0 45 1980 1998
23.617 88.658 120 0 40 1979 1998
23.599 88.728 33.5 0 30 1995 1998
23.693 88.799 497 0 45 1993 1998
23.654 88.713 24 0 37 1991 1998
23.579 88.947 0.5 1 42 1990 1998
23.618 88.92 47.5 0 39 1991 1998
23.67 88.82 0.9 0 43 1984 1998
23.644 88.844 70.4 0 115 1982 1998
23.644 88.844 45.3 0 30 1988 1998
23.816 88.748 12.8 0 20 1997 1998
23.816 88.748 13.2 0 105 1983 1998
23.824 88.811 0.5 1 44 1995 1998
23.91 88.855 38.2 0 39 1997 1998
23.898 88.734 62.5 0 33 1970 1998
23.851 88.654 58.4 0 39 1979 1998
23.364 89.193 29.4 0 51 1994 1998
23.363 89.157 0.5 1 50 1985 1998
23.295 89.159 90.9 0 51 1983 1998
23.336 89.084 0.5 1 54 1983 1998
23.395 89.08 0.5 1 55 1985 1998
23.406 89.131 15.4 0 55 1996 1998
23.406 89.131 7.4 0 134 1995 1998
23.551 89.015 0.5 1 44 1993 1998
23.505 89.046 34.6 0 49 1996 1998
23.566 89.048 30.4 0 49 1979 1998
23.543 89.074 27.6 0 30 1997 1998
23.044 89.679 248 0 49 1996 1998
23.239 89.62 0.5 1 58 1992 1998
23.258 89.591 37.2 0 61 1993 1998
23.21 89.594 0.5 1 53 1990 1998
23.181 89.645 149 0 60 1979 1998
23.267 89.021 59 0 45 1983 1998
23.3 88.99 23.2 0 44 1993 1998
23.274 88.992 52.6 0 48 1992 1998
23.324 89.031 39.9 0 51 1978 1998
23.3 89.068 27.8 0 42 1997 1998
23.221 89.048 86.7 0 54 1991 1998
23.248 89.061 68.6 0 40 1972 1998
23.24 89.097 0.5 1 47 1993 1998
22.925 89.354 0.5 1 173 1997 1998
22.924 89.354 30.1 0 33 1994 1998
23.001 89.311 71.9 0 57 1994 1998
23.066 89.285 178 0 43 1985 1998
23.066 89.23 96.8 0 53 1977 1998
23.018 89.139 224 0 34 1996 1998
23.067 89.118 40.1 0 60 1977 1998
22.959 89.136 88.9 0 44 1988 1998
23.181 89.4 61.8 0 46 1974 1998
23.166 89.375 0.5 1 51 1973 1998
23.219 89.346 27.5 0 40 1984 1998
23.276 89.351 4.8 0 48 1983 1998
23.276 89.381 27.5 0 51 1992 1998
23.255 89.298 0.9 0 47 1985 1998
23.321 89.267 26.3 0 47 1981 1998
23.76 88.942 41.1 0 39 1982 1998
23.721 89.001 1.2 0 43 1991 1998
23.675 88.943 70.6 0 44 1993 1998
23.714 88.913 150 0 39 1997 1998
23.732 88.87 103 0 42 1991 1998
23.694 88.802 538 0 37 1974 1998
23.761 88.829 30.4 0 41 1993 1998
23.808 88.856 4.8 0 39 1989 1998
23.794 88.905 1.6 0 45 1997 1998
23.564 88.884 36.4 0 13 1982 1998
23.523 88.918 66.2 0 13 1990 1998
23.536 88.851 22 0 40 1981 1998
23.596 88.842 99.7 0 14 1989 1998
23.678 88.684 189 0 16 1993 1998
23.628 88.627 228 0 148 1997 1998
23.628 88.627 482 0 43 1996 1998
23.717 88.615 70.8 0 40 1997 1998
23.817 88.676 357 0 44 1993 1998
23.838 88.642 76.6 0 42 1993 1998
23.769 88.598 43.4 0 39 1993 1998
23.352 88.918 1.7 0 25 1991 1998
23.3 88.91 51.8 0 43 1995 1998
23.255 88.886 24 0 44 1985 1998
23.282 88.818 10.4 0 44 1985 1998
23.247 88.782 5.8 0 44 1987 1998
23.295 88.753 96.9 0 38 1997 1998
23.37 88.802 3.4 0 23 1979 1998
23.388 88.909 557 0 50 1988 1998
23.37 88.974 67.1 0 34 1985 1998
23.462 89.22 3.4 0 49 1979 1998
23.491 89.28 12.6 0 44 1989 1998
23.524 89.299 148 0 52 1995 1998
23.562 89.277 33.2 0 44 1990 1998
23.54 89.209 129 0 37 1996 1998
23.861 89.037 9 0 38 1991 1998
23.79 89.007 1.2 0 41 1996 1998
23.744 89.059 35 0 36 1989 1998
23.775 89.061 0.5 1 47 1970 1998
23.793 89.104 1.3 0 34 1996 1998
23.753 89.127 61.6 0 56 1996 1998
23.84 89.102 1.2 0 39 1995 1998
23.844 89.155 0.6 0 39 1996 1998
23.903 89.121 42.3 0 115 1985 1998
23.903 89.121 18.3 0 41 1985 1998
23.924 88.969 57.1 0 45 1993 1998
23.892 88.935 1030 0 37 1994 1998
23.84 88.913 174 0 45 1990 1998
22.694 90.369 0.5 1 308 1998 1998
22.72 90.349 0.5 1 301 1995 1998
22.713 90.297 248 0 28 1983 1998
22.67 90.325 227 0 32 1984 1998
22.997 90.228 359 0 20 1994 1998
22.996 90.213 163 0 22 1985 1998
22.965 90.199 44.7 0 23 1988 1998
22.972 90.225 3.3 0 273 1988 1998
22.964 90.262 2.4 0 276 1991 1998
22.939 90.24 290 0 22 1988 1998
22.929 90.242 69.4 0 22 1991 1998
22.899 90.3 8.6 0 273 1987 1998
22.908 90.251 1 0 273 1983 1998
22.532 90.342 26 0 17 1988 1998
22.507 90.346 0.5 1 338 1993 1998
22.566 90.338 137 0 17 1974 1998
22.589 90.35 0.5 1 339 1994 1998
22.518 90.309 0.9 0 330 1989 1998
22.511 90.283 2 0 318 1989 1998
22.505 90.268 0.6 0 331 1995 1998
22.496 90.246 1.6 0 351 1983 1998
22.774 90.159 389 0 22 1993 1998
22.786 90.183 2.7 0 275 1994 1998
22.798 90.187 149 0 23 1994 1998
22.808 90.187 10.8 0 272 1991 1998
22.789 90.152 23.4 0 18 1994 1998
22.806 90.127 0.5 1 266 1995 1998
22.282 90.568 0.5 1 260 1997 1998
22.284 90.551 0.5 1 290 1996 1998
22.267 90.533 0.5 1 278 1993 1998
22.276 90.546 0.5 1 254 1990 1998
22.302 90.577 0.9 0 259 1980 1998
22.971 90.153 107 0 15 1992 1998
23.015 90.166 6 0 29 1980 1998
23.014 90.182 0.5 1 96 1997 1998
22.989 90.135 319 0 34 1990 1998
22.986 90.136 2 0 238 1990 1998
22.966 90.084 0.8 0 244 1994 1998
22.965 90.086 207 0 38 1973 1998
22.931 90.199 80.6 0 23 1983 1998
22.961 90.191 248 0 22 1990 1998
22.821 90.252 59.2 0 17 1990 1998
22.875 90.267 0.5 1 291 1997 1998
22.881 90.246 257 0 16 1992 1998
22.892 90.199 8.4 0 318 1972 1998
22.892 90.2 23.4 0 23 1965 1998
22.835 90.213 21.4 0 23 1995 1998
22.836 90.212 0.9 0 275 1996 1998
22.373 90.585 5.2 0 282 1997 1998
22.378 90.544 1.8 0 259 1983 1998
22.52 90.52 0.5 1 272 1980 1998
22.475 90.559 1.9 0 295 1993 1998
22.432 90.558 0.5 1 277 1963 1998
22.427 90.457 1.2 0 254 1962 1998
22.357 90.352 11.8 0 17 1997 1998
22.359 90.351 0.5 1 308 1997 1998
22.375 90.514 1 0 295 1993 1998
22.463 90.344 1 0 308 1995 1998
22.433 90.442 0.5 1 292 1995 1998
22.432 90.335 0.5 1 312 1991 1998
22.36 90.296 2.4 0 315 1994 1998
22.351 90.356 1.3 0 319 1991 1998
22.1 90.016 0.5 1 310 1992 1998
22.116 90.003 0.5 1 301 1989 1998
22.181 90.02 0.5 1 320 1992 1998
22.185 89.993 0.5 1 321 1997 1998
22.172 90.18 1 0 287 1996 1998
22.179 90.17 2.1 0 282 1996 1998
22.626 90.061 0.5 1 16 1995 1998
22.638 90.078 7.2 0 15 1991 1998
22.604 90.082 26.4 0 14 1990 1998
22.575 90.057 11.6 0 17 1990 1998
22.577 90.053 2.3 0 313 1994 1998
22.822 90.433 1.9 0 289 1992 1998
22.907 90.379 1 0 312 1995 1998
22.911 90.411 1.7 0 315 1997 1998
22.918 90.415 0.7 0 312 1988 1998
22.953 90.415 0.7 0 311 1992 1998
22.966 90.342 1.6 0 282 1994 1998
22.992 90.339 0.5 1 243 1990 1998
22.993 90.34 667 0 15 1990 1998
22.733 90.442 3.4 0 322 1965 1998
22.706 90.395 0.8 0 16 1990 1998
22.325 90.192 0.8 0 314 1994 1998
22.302 90.192 0.9 0 288 1990 1998
22.279 90.181 0.5 1 354 1997 1998
22.37 90.222 0.5 1 311 1995 1998
22.356 90.259 0.5 1 308 1996 1998
22.358 90.342 2.7 0 306 1995 1998
22.35 90.347 1.3 0 273 1997 1998
21.893 90.141 6.5 0 247 1997 1998
21.816 90.126 12.9 0 266 1973 1998
21.814 90.124 17.4 0 9 1997 1998
21.98 90.232 1 0 266 1995 1998
21.996 90.211 7.6 0 296 1972 1998
22.008 90.285 8.6 0 271 1989 1998
22.051 90.117 1.9 0 310 1992 1998
22.066 90.207 0.6 0 299 1994 1998
22.094 90.207 1.9 0 312 1995 1998
22.156 90.297 0.5 1 304 1964 1998
22.183 90.278 0.7 0 302 1991 1998
22.243 90.318 0.5 1 285 1989 1998
22.215 90.304 0.5 1 308 1994 1998
22.133 90.231 0.5 1 305 1991 1998
22.417 90.166 0.5 1 21 1995 1998
22.374 90.131 0.5 1 292 1994 1998
22.338 90.142 0.5 1 292 1990 1998
22.322 90.112 0.5 1 295 1992 1998
22.289 89.962 0.5 1 13 1992 1998
22.223 89.972 2.9 0 311 1998 1998
22.217 89.921 0.5 1 13 1995 1998
22.257 89.946 159 0 13 1988 1998
22.296 89.979 2.7 0 15 1984 1998
22.346 89.939 7.3 0 11 1987 1998
22.367 89.967 1 0 21 1996 1998
22.743 90.099 21.1 0 14 1993 1998
22.76 90.094 4.2 0 241 1987 1998
22.806 90.193 0.7 0 302 1986 1998
22.742 90.134 1.2 0 45 1984 1998
22.73 90.105 14.6 0 16 1994 1998
22.727 90.089 11.8 0 13 1983 1998
22.73 90.089 1.1 0 312 1993 1998
22.669 90.082 0.5 1 295 1998 1998
22.684 90.071 0.5 1 279 1992 1998
22.37 90.07 0.5 1 11 1976 1998
22.369 90.081 0.5 1 344 1995 1998
22.496 90.137 0.5 1 335 1991 1998
23.34 90.173 86.7 0 20 1945 1998
23.287 90.17 289 0 19 1980 1998
23.329 90.209 74.6 0 20 1993 1998
23.378 90.16 113 0 21 1937 1998
23.411 90.176 66.8 0 19 1991 1998
23.387 90.111 82.4 0 18 1997 1998
23.365 90.11 62.4 0 21 1988 1998
23.073 90.433 2.7 0 320 1990 1998
23.084 90.407 576 0 22 1989 1998
23.08 90.406 2.9 0 285 1991 1998
23.076 90.384 287 0 30 1985 1998
23.038 90.438 290 0 24 1985 1998
23.087 90.462 31.2 0 29 1976 1998
23.099 90.483 214 0 30 1991 1998
22.246 90.411 5.8 0 283 1997 1998
22.24 90.399 1 0 302 1981 1998
22.248 90.4 0.5 1 293 1989 1998
22.142 90.066 1.4 0 304 1992 1998
22.147 90.111 0.7 0 311 1992 1998
22.091 90.084 0.6 0 313 1996 1998
22.042 90.042 0.5 1 315 1991 1998
22.156 90.13 0.5 1 315 1978 1998
22.296 90.06 0.5 1 286 1997 1998
22.288 90.045 2.7 0 16 1993 1998
22.26 90.029 0.5 1 306 1966 1998
22.25 90.076 0.5 1 296 1976 1998
22.264 90.079 0.5 1 301 1987 1998
22.486 90.063 3.4 0 296 1995 1998
22.471 90.055 1.3 0 16 1997 1998
22.471 90.036 0.5 1 280 1997 1998
22.489 90.022 2.5 0 17 1975 1998
22.533 89.992 53.2 0 22 1994 1998
22.55 89.983 14.5 0 33 1995 1998
22.582 89.999 246 0 14 1981 1998
22.58 89.966 12.1 0 19 1983 1998
22.683 89.963 42 0 19 1980 1998
22.618 89.96 0.7 0 17 1995 1998
22.606 89.993 8 0 17 1973 1998
22.653 90 0.5 1 275 1990 1998
22.622 89.99 1.7 0 20 1986 1998
22.518 90.11 0.5 1 351 1994 1998
22.556 90.137 3.1 0 16 1995 1998
22.559 90.188 0.5 1 295 1996 1998
22.555 90.086 20.1 0 13 1996 1998
22.579 90.095 0.5 1 322 1997 1998
22.578 90.114 0.5 0 282 1998 1998
22.68 90.285 7.9 0 15 1970 1998
22.707 89.977 0.7 0 257 1991 1998
22.815 89.947 225 0 17 1996 1998
22.803 89.953 0.5 1 270 1996 1998
22.791 89.956 50.3 0 18 1996 1998
22.698 89.998 0.7 0 260 1998 1998
22.698 89.998 66.6 0 21 1992 1998
22.713 89.953 110 0 19 1994 1998
22.64 90.181 15.4 0 17 1996 1998
22.647 90.196 0.5 1 327 1996 1998
22.727 90.212 0.5 1 311 1998 1998
22.723 90.233 0.5 1 323 1991 1998
22.724 90.234 6.1 0 15 1993 1998
22.688 90.203 5.9 0 317 1992 1998
22.688 90.204 68.7 0 16 1997 1998
22.681 90.175 0.5 0 332 1996 1998
22.68 90.175 14 0 20 1991 1998
22.398 90.126 0.5 0 258 1985 1998
22.444 90.116 0.5 1 346 1993 1998
22.465 90.066 2.9 0 13 1997 1998
22.456 90.066 0.5 1 341 1991 1998
23.153 90.203 1.5 0 269 1997 1998
23.174 90.291 128 0 23 1997 1998
23.174 90.291 0.5 1 256 1997 1998
23.264 90.227 527 0 30 1996 1998
23.185 90.248 447 0 19 1995 1998
23.205 90.05 67.1 0 61 1988 1998
23.189 90.09 305 0 34 1994 1998
23.184 90.055 80.2 0 57 1993 1998
23.184 90.055 1.3 0 249 1998 1998
23.227 90.035 627 0 29 1992 1998
23.239 90.036 531 0 30 1998 1998
23.197 89.986 103 0 58 1996 1998
23.219 90.017 3.4 0 246 1998 1998
23.138 90.444 0.5 1 272 1997 1998
23.14 90.459 0.5 1 271 1997 1998
22.587 90.293 0.5 1 303 1979 1998
22.598 90.294 1.2 0 276 1980 1998
22.563 90.264 0.5 1 295 1968 1998
22.637 90.278 29.4 0 18 1988 1998
22.643 90.334 550 0 18 1994 1998
23.16 90.14 233 0 35 1997 1998
23.179 90.101 325 0 37 1992 1998
23.223 90.159 552 0 39 1992 1998
23.164 90.172 348 0 34 1994 1998
23.081 90.302 369 0 37 1973 1998
23.071 90.256 466 0 25 1994 1998
23.069 90.244 1.9 0 276 1994 1998
23.073 90.238 152 0 25 1984 1998
23.084 90.127 1.5 0 266 1996 1998
23.07 90.182 3.9 0 52 1994 1998
23.072 90.214 1 0 22 1986 1998
23.102 90.191 458 0 19 1993 1998
23.217 90.499 98.2 0 29 1993 1998
23.197 90.49 200 0 39 1979 1998
23.196 90.45 135 0 33 1975 1998
23.195 90.449 0.5 1 249 1990 1998
23.182 90.458 104 0 52 1992 1998
23.189 90.419 124 0 39 1991 1998
23.302 90.412 0.5 1 273 1994 1998
23.31 90.435 253 0 20 1997 1998
23.262 90.475 108 0 28 1994 1998
23.276 90.485 216 0 22 1992 1998
23.288 90.43 298 0 25 1985 1998
23.271 90.393 111 0 24 1985 1998
23.237 90.416 27.2 0 20 1994 1998
