Player,Pos,Age,Tm,year,G,GS,MP,X3PA,X3P.,X2PA,X2P.,FTA,FT.,ORB,DRB,AST,STL,BLK,TOV,PF,PER,USG.,WS.48,VORP
Chase Budinger,SF,27,IND,2016,49,2,729,69,28.999999999999996,125,48.8,48,70.8,31,90,49,29,9,31,46,11.1,14.9,0.084,0.1
Chase Budinger,SF,27,PHO,2016,17,0,200,17,23.5,28,67.9,8,62.5,12,17,15,3,1,13,16,9.2,13.1,0.034,-0.1
Reggie Bullock,SF,24,DET,2016,37,0,429,53,41.5,45,46.7,15,93.30000000000001,14,54,27,10,2,8,29,12,11.4,0.134,0.2
Trey Burke,PG,23,UTA,2016,64,0,1366,256,34.4,378,46,82,81.69999999999999,18,94,148,35,6,80,86,14,25.3,0.074,0
Alec Burks,SG,24,UTA,2016,31,3,797,79,40.5,255,41.199999999999996,141,75.2,16,93,63,18,4,51,71,14.3,25.9,0.09,-0.1
Caron Butler,SF,35,SAC,2016,17,1,176,18,16.7,41,53.7,12,83.3,5,17,10,9,1,3,19,11.3,16.2,0.071,0
Jimmy Butler,SG,26,CHI,2016,67,67,2474,205,31.2,830,48.9,475,83.2,79,279,321,110,43,132,124,21.3,24.4,0.177,3.7
Rasual Butler,SF,36,SAS,2016,46,0,432,49,30.599999999999998,55,61.8,16,68.8,3,53,24,13,23,8,11,13.4,12.6,0.146,0.4
Jose Calderon,PG,34,NYK,2016,72,72,2024,203,41.4,252,49.6,48,87.5,22,207,298,63,7,87,135,12.3,12.6,0.096,1
Kentavious Caldwell-Pope,SG,22,DET,2016,76,76,2789,369,30.9,591,48.9,228,81.10000000000001,70,212,138,110,17,105,167,12.4,18.2,0.092,2.2
Isaiah Canaan,SG,24,PHI,2016,77,39,1966,485,36.3,237,35.4,180,83.3,20,154,137,56,12,91,133,11.1,19.9,0.035,-0.4
Clint Capela,C,21,HOU,2016,77,35,1471,1,0,396,58.3,211,37.9,194,300,47,59,92,60,190,18.3,16.1,0.144,0.9
DeMarre Carroll,SF,29,TOR,2016,26,22,786,118,39,152,38.800000000000004,50,60,31,91,27,44,6,28,63,11.9,18.5,0.074,0.4
Vince Carter,SG,39,MEM,2016,60,3,1005,169,34.9,174,42.5,84,83.3,31,115,56,38,16,35,101,12.7,18.5,0.084,0.2
Michael Carter-Williams,PG,24,MIL,2016,54,37,1649,55,27.3,500,47.199999999999996,162,65.4,48,228,281,80,41,153,162,13.9,21.3,0.035,0.5
Omri Casspi,PF,27,SAC,2016,69,21,1880,274,40.9,348,53.7,159,64.8,58,352,95,56,17,94,154,13.9,17.8,0.092,0.8
Willie Cauley-Stein,C,22,SAC,2016,66,39,1412,2,0,337,56.699999999999996,125,64.8,134,218,37,48,66,46,146,15.3,13.2,0.13,1
Mario Chalmers,PG,29,MIA,2016,6,0,120,11,9.1,21,42.9,13,92.30000000000001,1,13,19,8,1,9,16,9.5,17.8,0.038,0
Mario Chalmers,PG,29,MEM,2016,55,7,1253,138,32.6,274,46.400000000000006,249,82.69999999999999,23,120,211,80,12,101,165,18,22.3,0.141,1.2
Tyson Chandler,C,33,PHO,2016,66,60,1618,1,0,313,58.5,171,62,175,401,64,36,44,93,145,14.7,12.7,0.112,0.6
Ian Clark,SG,24,GSW,2016,66,1,578,84,35.699999999999996,118,50,34,82.39999999999999,13,55,64,17,13,43,58,11.5,19.5,0.075,-0.2
Jordan Clarkson,SG,23,LAL,2016,79,79,2552,320,34.699999999999996,778,46.800000000000004,204,80.4,93,220,192,88,7,135,168,14.3,22.8,0.039,0.4
Norris Cole,PG,27,NOP,2016,45,23,1198,102,32.4,382,42.699999999999996,65,80,10,141,167,37,5,75,102,10.8,21.7,-0.004,-0.5
Darren Collison,PG,28,SAC,2016,74,15,2219,217,40.1,559,51.9,226,85.8,28,141,318,76,4,130,142,15.9,19.2,0.113,0.9
Nick Collison,PF,35,OKC,2016,59,4,699,2,0,107,46.7,33,69.69999999999999,68,103,52,15,16,50,107,7.7,10.6,0.053,0.1
Mike Conley,PG,28,MEM,2016,56,56,1761,215,36.3,481,44.9,229,83.39999999999999,26,138,342,67,16,84,100,19.4,22.4,0.145,1.7
Pat Connaughton,SG,23,POR,2016,34,0,143,21,23.799999999999997,28,28.599999999999998,5,100,11,21,10,2,0,10,6,4.6,18.7,-0.076,-0.2
Chris Copeland,PF,31,MIL,2016,24,1,156,36,27.800000000000004,15,46.7,7,85.7,1,9,11,2,0,6,17,5.4,17.3,-0.017,-0.2
DeMarcus Cousins,C,25,SAC,2016,65,65,2246,210,33.300000000000004,1122,47.3,663,71.8,158,589,214,101,92,249,236,23.6,35.4,0.122,2.6
Robert Covington,SF,25,PHI,2016,67,49,1903,482,35.3,230,45.2,177,79.10000000000001,65,354,97,105,40,143,232,13.2,21.5,0.05,0.9
Allen Crabbe,SG,23,POR,2016,81,8,2105,285,39.300000000000004,393,50.6,113,86.7,27,189,99,63,16,64,192,12.2,16.4,0.098,0.7
Jamal Crawford,SG,35,LAC,2016,79,5,2126,344,34,595,44,271,90.4,20,125,183,52,12,113,122,14,24.9,0.076,-0.3
Jae Crowder,SF,25,BOS,2016,73,73,2308,363,33.6,450,52.900000000000006,239,82,70,303,135,126,35,83,198,15.8,18.5,0.152,2.8
Dante Cunningham,SF,28,NOP,2016,80,46,1971,174,31.6,238,55.00000000000001,82,69.5,57,179,77,42,33,41,173,8.6,11,0.052,0.4
Jared Cunningham,SG,24,CLE,2016,40,3,355,32,31.3,59,37.3,48,62.5,3,26,19,12,2,18,37,5.9,16.6,0.018,-0.3
Jared Cunningham,SG,24,MIL,2016,4,0,55,7,28.599999999999998,7,28.599999999999998,7,85.7,0,9,1,2,0,3,4,5.8,16.4,-0.012,-0.1
Seth Curry,PG,25,SAC,2016,44,9,692,111,45,113,46,54,83.3,9,51,67,22,3,36,41,13.8,17.4,0.097,0.1
Stephen Curry,PG,27,GSW,2016,79,79,2700,886,45.4,712,56.599999999999994,400,90.8,68,362,527,169,15,262,161,31.5,32.6,0.318,9.8
Troy Daniels,SG,24,CHO,2016,43,0,476,122,48.4,65,46.2,9,55.60000000000001,7,50,21,11,3,24,40,14.9,20.4,0.11,0.1
Anthony Davis,C,22,NOP,2016,61,61,2164,108,32.4,1028,51.1,430,75.8,130,497,116,78,125,121,148,25,29.6,0.16,2.3
Bryce Dejean-Jones,SG,23,NOP,2016,14,11,279,32,37.5,37,43.2,21,52.400000000000006,8,40,15,10,2,11,17,9.6,14.1,0.033,0
Matthew Dellavedova,PG,25,CLE,2016,76,14,1867,239,41,272,40.1,66,86.4,33,129,337,44,9,116,178,11.3,15.9,0.098,0.2
Luol Deng,PF,30,MIA,2016,74,73,2394,256,34.4,489,51.300000000000004,192,75.5,108,335,140,74,29,81,122,15,17.4,0.128,2.3
DeMar DeRozan,SG,26,TOR,2016,78,78,2804,139,33.800000000000004,1238,45.800000000000004,653,85,64,285,315,81,21,175,167,21.5,29.8,0.169,2.4
Boris Diaw,PF,33,SAS,2016,76,4,1386,69,36.199999999999996,314,56.39999999999999,76,73.7,58,175,176,26,21,97,102,14,17,0.132,1.1
Gorgui Dieng,C,26,MIN,2016,82,39,2220,20,30,559,54,248,82.69999999999999,157,428,143,94,96,140,219,17.1,16.7,0.127,2.5
Spencer Dinwiddie,PG,22,DET,2016,12,0,159,10,10,44,40.9,33,57.599999999999994,4,13,22,3,0,7,20,8.9,20.7,0.028,-0.1
Toney Douglas,PG,29,NOP,2016,61,18,1262,203,39.900000000000006,242,42.1,99,84.8,25,118,157,70,5,64,131,14.7,19.4,0.094,0.8
Goran Dragic,PG,29,MIA,2016,72,72,2363,205,31.2,670,52.7,165,72.7,54,223,419,71,17,185,188,15.5,21.9,0.096,1.6
Andre Drummond,C,22,DET,2016,81,81,2666,6,33.300000000000004,1054,52.2,586,35.5,395,803,67,119,112,155,245,21.2,24.1,0.133,1
Jared Dudley,PF,30,WAS,2016,81,41,2098,238,42,249,53.400000000000006,98,73.5,54,232,170,75,18,80,190,11.7,12.7,0.105,1.6
Tim Duncan,C,39,SAS,2016,61,60,1536,2,0,439,49,131,70.19999999999999,115,332,163,47,78,90,125,16.9,17.6,0.163,2.4
Mike Dunleavy,SF,35,CHI,2016,31,30,703,99,39.4,89,42.699999999999996,37,78.4,8,75,39,14,10,26,66,9.1,14.4,0.063,0
Kevin Durant,SF,27,OKC,2016,72,72,2578,481,38.7,900,56.89999999999999,498,89.8,45,544,361,69,85,250,137,28.2,30.6,0.27,6.4
Cleanthony Early,SF,24,NYK,2016,17,2,154,15,26.700000000000003,25,32,4,75,4,22,6,2,3,9,16,2.2,14.9,-0.075,-0.2
Jarell Eddie,SF,24,WAS,2016,26,0,147,47,31.900000000000002,18,27.800000000000004,8,100,2,21,5,5,1,1,5,11,20.7,0.046,-0.1
Wayne Ellington,SG,28,BRK,2016,76,41,1615,268,35.8,293,41.6,63,85.7,20,154,83,48,5,45,82,10.1,17.5,0.025,-0.5
Monta Ellis,SG,30,IND,2016,81,81,2734,282,30.9,739,47.199999999999996,206,78.60000000000001,42,229,383,150,37,203,174,13.7,21.2,0.075,1.6
James Ennis,SF,25,MEM,2016,10,0,40,8,25,5,40,10,60,4,3,2,4,2,2,1,18.3,21.8,0.1,0
James Ennis,SF,25,NOP,2016,9,5,282,50,48,50,52,24,79.2,17,18,18,12,3,17,26,18.1,20,0.139,0.3
Tyler Ennis,PG,21,MIL,2016,46,7,654,39,33.300000000000004,148,48,34,73.5,13,62,95,25,1,46,64,10.7,17.1,0.03,-0.5
Jeremy Evans,SF,28,DAL,2016,30,2,251,16,25,32,68.8,21,71.39999999999999,11,43,2,6,9,7,19,12.6,11.7,0.119,0
Tyreke Evans,SG,26,NOP,2016,25,25,765,85,38.800000000000004,229,45,93,79.60000000000001,20,109,164,32,8,73,66,17.9,24.7,0.087,0.7
Kenneth Faried,PF,26,DEN,2016,67,64,1694,2,50,624,55.800000000000004,222,61.3,235,346,79,32,60,91,169,21,21,0.156,1.2
Jordan Farmar,PG,29,MEM,2016,12,10,291,45,35.6,55,47.3,10,100,4,21,37,15,2,18,22,13.2,18.9,0.064,0.1
Derrick Favors,PF,24,UTA,2016,62,59,1983,4,0,807,51.800000000000004,254,70.89999999999999,169,334,94,74,91,104,150,21.6,23.9,0.173,2.3
Cristiano Felicio,C,23,CHI,2016,31,4,321,4,0,68,58.8,35,71.39999999999999,30,72,26,6,13,13,31,17.6,13.7,0.175,0.2
Raymond Felton,PG,31,DAL,2016,80,31,2192,213,28.199999999999996,469,46.300000000000004,176,84.7,36,222,284,68,15,121,141,11.9,18.4,0.059,0.6
Evan Fournier,SF,23,ORL,2016,79,71,2566,390,40,539,50.6,238,83.6,33,192,213,96,2,133,214,14.6,20.1,0.106,1.7
Randy Foye,SG,32,DEN,2016,54,7,1070,169,29.599999999999998,164,40.9,47,83,16,89,112,26,16,58,83,7.8,16.8,-0.002,-0.6
Randy Foye,SG,32,OKC,2016,27,1,572,81,30.9,68,39.7,27,81.5,8,43,49,13,13,28,48,7.1,14.1,0.038,-0.1
Tim Frazier,PG,25,POR,2016,35,1,272,17,17.599999999999998,43,39.5,15,53.300000000000004,11,28,42,10,1,27,31,4.7,15,-0.051,-0.3
Tim Frazier,PG,25,NOP,2016,16,1,469,31,41.9,138,45.7,59,76.3,15,56,120,23,1,38,42,19.1,22,0.128,0.4
Channing Frye,PF,32,ORL,2016,44,29,754,121,39.7,65,50.8,21,90.5,23,118,45,21,20,30,71,11.8,13.2,0.097,0.4
Channing Frye,C,32,CLE,2016,26,3,446,114,37.7,47,59.599999999999994,14,78.60000000000001,12,81,26,8,8,13,56,14.9,18.3,0.157,0.3
Danilo Gallinari,SF,27,DEN,2016,53,53,1839,239,36.4,461,43.4,432,86.8,52,229,135,42,19,77,87,19,23,0.165,1.5
Langston Galloway,PG,24,NYK,2016,82,7,2033,224,34.4,364,42.3,114,75.4,43,245,207,77,22,61,177,11.7,15.6,0.077,0.8
Kevin Garnett,PF,39,MIN,2016,38,38,556,1,0,114,47.4,21,66.7,15,135,62,28,10,16,70,12.3,11.3,0.092,0.3
Marc Gasol,C,31,MEM,2016,52,52,1791,3,66.7,704,46.300000000000004,245,82.89999999999999,58,304,196,50,70,118,141,17.7,23.4,0.098,1.3
Pau Gasol,C,35,CHI,2016,72,72,2291,69,34.8,926,47.8,289,79.2,155,638,294,42,146,164,148,21.7,24.6,0.149,3.5
Rudy Gay,SF,29,SAC,2016,70,70,2379,215,34.4,792,49.5,254,78,103,353,120,100,51,139,184,15.5,22.4,0.078,1
Alonzo Gee,SF,28,NOP,2016,73,38,1632,60,28.299999999999997,195,59,66,66.7,60,185,72,63,13,55,169,8.4,9.2,0.056,0.5
Paul George,SF,25,IND,2016,81,81,2819,566,37.1,883,44.7,528,86,79,484,329,152,29,265,230,20.9,30.4,0.157,4.6
Taj Gibson,PF,30,CHI,2016,73,55,1936,3,0,497,52.900000000000006,146,69.19999999999999,206,298,106,47,77,78,180,15.7,14.6,0.133,1.7
Manu Ginobili,SG,38,SAS,2016,58,0,1134,179,39.1,256,49.6,112,81.3,26,120,177,66,11,99,99,17.8,23.6,0.16,1.6
Drew Gooden,PF,34,WAS,2016,30,0,305,41,17.1,62,41.9,14,64.3,28,57,13,8,11,13,40,7.5,17.5,-0.005,-0.2
Archie Goodwin,PG,21,PHO,2016,57,13,1114,99,23.200000000000003,323,47.4,193,67.4,27,115,118,27,13,100,84,11.1,23.2,0.004,-0.7
Aaron Gordon,PF,20,ORL,2016,78,37,1863,142,29.599999999999998,437,53.1,193,66.8,154,353,128,59,55,66,153,17,17.3,0.139,1.8
Eric Gordon,SG,27,NOP,2016,45,44,1481,294,38.4,258,45.7,125,88.8,10,89,121,43,14,73,98,13.5,20.3,0.069,0.5
Marcin Gortat,C,31,WAS,2016,75,74,2256,1,0,763,56.699999999999996,207,70.5,222,519,106,47,96,121,193,19,18.9,0.156,1.8
Andrew Goudelock,PG,27,HOU,2016,8,0,50,9,11.1,11,72.7,4,75,1,1,4,6,2,7,4,12.4,24.8,-0.033,0
Jerami Grant,PF,21,PHI,2016,77,52,2066,146,24,453,47.699999999999996,322,65.8,99,262,135,54,127,110,215,12.6,18,0.05,0.4
Jerian Grant,PG,23,NYK,2016,76,6,1265,100,22,291,45.4,123,78,23,120,177,50,10,87,97,11.2,19,0.03,-0.5
Danny Green,SG,28,SAS,2016,79,79,2062,349,33.2,212,44.800000000000004,46,73.9,48,255,141,79,64,75,141,10.5,14.6,0.099,2.5
Draymond Green,PF,25,GSW,2016,81,81,2808,258,38.800000000000004,561,53.7,329,69.6,134,635,598,119,113,259,240,19.3,18.8,0.19,5.5
Erick Green,PG,24,UTA,2016,6,0,35,4,25,8,50,2,100,3,2,2,1,0,0,4,14.7,17,0.162,0
Gerald Green,SG,30,MIA,2016,69,14,1557,260,32.300000000000004,327,44.6,92,78.3,25,138,56,38,19,46,123,10.1,19.8,0.052,-0.4
JaMychal Green,PF,25,MEM,2016,78,15,1446,45,33.300000000000004,450,47.8,137,75.2,139,234,67,46,33,83,189,14.6,19.8,0.086,0
Jeff Green,SF,29,MEM,2016,53,31,1544,136,30.9,421,47,155,80,55,186,98,40,19,69,102,13.4,20.2,0.067,0.1
Jeff Green,SF,29,LAC,2016,27,10,709,77,32.5,190,46.800000000000004,65,61.5,19,72,40,18,21,24,62,12,20.4,0.061,0.1
Blake Griffin,PF,26,LAC,2016,35,35,1170,18,33.300000000000004,585,50.4,194,72.7,51,243,170,28,17,83,95,22.1,29.8,0.156,1.6
Jorge Gutierrez,PG,27,CHO,2016,12,0,63,2,0,9,66.7,11,90.9,0,7,17,3,0,6,3,19.1,15.6,0.201,0
P.J. Hairston,SF,23,CHO,2016,48,43,938,172,31.4,104,43.3,42,81,18,110,29,24,7,24,106,7.4,15.3,0.044,-0.3
P.J. Hairston,SF,23,MEM,2016,18,9,375,69,23.200000000000003,63,47.599999999999994,22,72.7,7,39,9,8,4,17,31,5.7,19,-0.039,-0.4
Jordan Hamilton,SF,25,NOP,2016,11,4,304,45,28.9,71,50.7,21,66.7,12,50,25,8,3,17,24,12.4,20.7,0.03,0
Tyler Hansbrough,PF,30,CHO,2016,44,0,343,3,66.7,68,44.1,65,58.5,40,49,8,12,7,12,55,12.5,14.7,0.134,-0.1
Tim Hardaway,SG,23,ATL,2016,51,1,864,142,33.800000000000004,123,53.7,56,89.3,7,79,51,21,7,23,48,11.7,16.2,0.105,0
James Harden,SG,26,HOU,2016,82,82,3125,657,35.9,960,49.4,837,86,63,438,612,139,51,374,229,25.3,32.5,0.204,6.9
Maurice Harkless,SF,22,POR,2016,78,14,1457,140,27.900000000000002,271,57.599999999999994,111,62.2,101,179,67,49,35,62,124,13.3,15.6,0.096,0.7
Justin Harper,PF,26,DET,2016,5,0,35,9,44.4,1,0,2,50,0,1,0,1,0,2,3,6.9,16,0.039,0
Montrezl Harrell,PF,22,HOU,2016,39,1,379,1,0,89,65.2,46,52.2,25,40,17,11,11,17,48,14.6,14.5,0.118,0
Devin Harris,PG,32,DAL,2016,64,0,1280,158,32.9,216,53.2,140,72.1,18,120,118,60,13,66,124,13.1,17.9,0.095,0.7
Gary Harris,SG,21,DEN,2016,76,76,2439,297,35.4,468,54.300000000000004,133,82,54,166,147,97,18,98,143,12.7,16.5,0.079,1.3
Tobias Harris,PF,23,ORL,2016,49,49,1610,151,31.1,390,52.300000000000004,153,78.4,71,271,99,47,28,78,91,15,18.9,0.099,0.9
Tobias Harris,PF,23,DET,2016,27,25,903,88,37.5,260,51.2,90,91.10000000000001,25,143,70,18,12,30,62,18.2,20.2,0.174,1
Aaron Harrison,SG,21,CHO,2016,21,0,93,10,30,9,22.2,12,41.699999999999996,4,11,2,6,0,4,10,4.3,13.7,-0.014,-0.1
Udonis Haslem,PF,35,MIA,2016,37,0,260,9,11.1,52,42.3,16,75,10,65,14,5,2,5,25,9.1,12.8,0.072,-0.2
Spencer Hawes,PF,27,CHO,2016,57,6,1035,102,37.3,204,42.199999999999996,65,83.1,51,193,109,22,27,58,111,12.4,17.1,0.09,0.4
Gordon Hayward,SF,25,UTA,2016,80,80,2893,410,34.9,792,47.699999999999996,477,82.39999999999999,61,336,296,95,27,202,183,18.3,25.7,0.147,3.3
Gerald Henderson,SG,28,POR,2016,72,0,1431,136,35.3,393,46.800000000000004,146,76.7,30,181,75,39,19,68,87,12.9,20.2,0.068,-0.5
John Henson,C,25,MIL,2016,57,1,960,1,0,290,56.599999999999994,117,59,87,134,54,18,109,64,131,18.6,19.1,0.117,0.9
Mario Hezonja,SF,20,ORL,2016,79,9,1413,192,34.9,226,50.4,54,90.7,28,148,109,39,17,97,124,9.4,16.9,0.029,-0.3
Roy Hibbert,C,29,LAL,2016,81,81,1878,2,0,409,44.5,145,80.7,132,266,95,32,110,76,252,11.2,12.9,0.056,0.3
J.J. Hickson,C,27,WAS,2016,15,0,131,1,0,45,55.60000000000001,44,43.2,17,28,7,5,2,9,12,18.9,24.8,0.114,0
Nene Hilario,PF,33,WAS,2016,57,11,1094,3,0,381,54.900000000000006,185,57.8,52,207,97,54,26,76,156,16.8,21.6,0.12,0.6
George Hill,PG,29,IND,2016,74,73,2524,314,40.8,425,46.6,150,76,58,240,259,83,17,101,149,13.2,15.8,0.118,2.2
Jordan Hill,C,28,IND,2016,73,11,1513,1,0,548,50.7,125,71.2,156,295,87,36,37,92,155,16.4,20.3,0.124,0.5
Solomon Hill,SF,24,IND,2016,59,3,866,74,32.4,134,51.5,42,85.7,39,127,57,37,11,33,68,12.2,13.2,0.117,0.4
Darrun Hilliard,SG,22,DET,2016,38,2,383,50,38,81,40.699999999999996,40,72.5,5,40,27,9,1,19,28,10.7,19.1,0.066,-0.2
Kirk Hinrich,PG,35,CHI,2016,35,7,555,56,41.099999999999994,62,38.7,16,93.8,7,51,59,13,1,27,63,7.3,12,0.048,-0.2
Jrue Holiday,PG,25,NOP,2016,65,23,1831,259,33.6,676,47.8,216,84.3,27,168,391,88,22,167,148,19.7,28.9,0.089,1.7
Justin Holiday,SG,26,ATL,2016,26,1,263,45,22.2,28,50,10,50,4,23,11,13,4,13,21,4.7,15.4,-0.021,-0.2
Justin Holiday,SG,26,CHI,2016,27,4,510,60,43.3,95,40,27,81.5,8,55,45,19,15,26,40,11.8,16.6,0.072,0.1
Rondae Hollis-Jefferson,SF,21,BRK,2016,29,17,615,14,28.599999999999998,124,47.599999999999994,52,71.2,39,115,43,39,16,26,61,14.2,13.5,0.094,0.5
Richaun Holmes,PF,22,PHI,2016,51,1,702,44,18.2,178,59.599999999999994,74,68.89999999999999,62,73,33,19,40,32,92,15.9,17.9,0.103,0.2
Rodney Hood,SG,23,UTA,2016,79,79,2541,449,35.9,523,47.199999999999996,200,86,38,229,213,73,16,125,202,14.1,21.5,0.112,1.7
Al Horford,C,29,ATL,2016,82,82,2631,256,34.4,792,55.7,129,79.80000000000001,148,448,263,68,121,107,163,19.4,20.6,0.172,4.1
Dwight Howard,C,30,HOU,2016,71,71,2280,6,0,594,62.6,474,48.9,238,597,98,69,113,166,219,18.9,18.4,0.138,1.5
Marcelo Huertas,PG,32,LAL,2016,53,0,869,61,26.200000000000003,169,47.9,29,93.10000000000001,18,72,182,26,7,80,76,10.4,16.3,-0.006,-0.9
Josh Huestis,PF,24,OKC,2016,5,0,55,6,66.7,6,16.7,4,0,2,8,0,1,2,3,3,6.7,13,0.01,-0.1
Kris Humphries,PF,30,WAS,2016,28,14,466,67,34.300000000000004,91,45.1,31,93.5,26,89,16,3,14,20,42,11.8,18,0.073,-0.2
Kris Humphries,PF,30,PHO,2016,4,3,74,10,30,26,26.900000000000002,8,75,11,21,7,3,2,4,8,13.5,25,0.012,0
Kris Humphries,PF,30,ATL,2016,21,0,295,31,25.8,70,55.7,45,71.1,20,51,13,10,7,14,44,14.9,20.4,0.143,0
R.J. Hunter,SG,22,BOS,2016,36,0,315,63,30.2,35,48.6,7,85.7,2,35,13,14,4,11,29,7.7,15.1,0.045,-0.1
Serge Ibaka,PF,26,OKC,2016,78,78,2500,184,32.6,685,52,121,75.2,141,392,66,38,148,108,211,13.9,17.6,0.105,1.2
Andre Iguodala,SF,32,GSW,2016,65,1,1732,154,35.099999999999994,214,56.99999999999999,83,61.4,52,211,219,73,19,79,102,12.2,12.1,0.122,1.6
Ersan Ilyasova,PF,28,DET,2016,52,52,1434,215,36.3,293,47.099999999999994,109,72.5,99,183,55,38,27,59,120,14.1,18.7,0.111,1
Ersan Ilyasova,PF,28,ORL,2016,22,4,447,44,40.9,109,42.199999999999996,45,71.1,45,76,12,14,6,12,51,14.7,18.3,0.117,0
Joe Ingles,SF,28,UTA,2016,81,2,1241,210,38.6,81,53.1,18,72.2,19,132,96,55,4,65,98,10.3,13.5,0.089,0.7
Damien Inglis,SF,20,MIL,2016,20,1,156,13,23.1,24,41.699999999999996,8,87.5,2,29,10,6,3,11,11,6.7,14.9,-0.024,-0.2
Kyrie Irving,PG,23,CLE,2016,53,53,1667,262,32.1,617,50.2,191,88.5,44,113,249,56,18,124,107,19.9,29.5,0.143,1.5
Jarrett Jack,PG,32,BRK,2016,32,32,1027,102,30.4,256,42.6,112,89.3,9,127,236,34,7,94,77,14.5,21.7,0.043,0.2
Reggie Jackson,PG,25,DET,2016,79,79,2424,334,35.3,910,46.400000000000006,337,86.4,58,195,492,59,11,223,187,19.6,29.1,0.136,2.6
LeBron James,SF,31,CLE,2016,76,76,2709,282,30.9,1134,57.3,491,73.1,111,454,514,104,49,249,143,27.5,31.4,0.242,7.6
Cory Jefferson,PF,25,PHO,2016,8,0,50,1,0,21,42.9,6,66.7,6,10,0,0,1,0,8,12.7,21,0.07,-0.1
Richard Jefferson,SF,35,CLE,2016,74,5,1326,173,38.2,139,55.400000000000006,87,66.7,15,113,59,33,14,43,129,9.7,13.4,0.099,0.4
John Jenkins,SG,24,DAL,2016,21,1,193,19,15.8,51,51,9,88.9,4,18,9,3,0,11,11,7.2,20.1,-0.033,-0.3
John Jenkins,SG,24,PHO,2016,22,2,287,32,40.6,58,50,15,80,4,31,26,5,1,16,11,11.9,16.7,0.059,-0.1
Brandon Jennings,PG,26,DET,2016,23,1,416,77,31.2,66,43.9,38,71.1,5,41,70,11,2,22,24,13.1,19,0.094,0.1
Brandon Jennings,PG,26,ORL,2016,25,6,452,78,34.599999999999994,83,38.6,40,75,11,39,100,18,5,35,33,14.3,20.9,0.071,0
Jonas Jerebko,PF,28,BOS,2016,78,0,1176,108,39.800000000000004,178,42.1,78,78.2,77,211,62,20,24,52,137,10.3,13.5,0.097,0
Amir Johnson,PF,28,BOS,2016,79,76,1800,43,23.3,383,62.4,121,56.99999999999999,178,327,138,52,83,94,214,16,13.6,0.158,2.3
Chris Johnson,SF,25,UTA,2016,70,2,857,99,27.3,95,47.4,42,81,27,105,45,32,20,40,100,8.2,13.6,0.059,0.1
James Johnson,PF,28,TOR,2016,57,32,926,66,30.3,174,54,68,57.4,28,98,67,29,33,54,84,11.4,15.9,0.068,0.3
Joe Johnson,SF,34,BRK,2016,57,57,1934,229,37.1,379,42.699999999999996,108,85.2,34,190,232,40,2,116,100,10.7,17.8,0.018,-0.1
Joe Johnson,SF,34,MIA,2016,24,24,769,84,41.699999999999996,167,56.89999999999999,34,76.5,15,53,86,21,2,43,46,15.2,18.4,0.123,0.5
Orlando Johnson,SG,26,PHO,2016,2,0,47,5,20,12,33.300000000000004,6,83.3,3,6,0,2,3,1,5,10.1,18.7,0.026,-0.1
Orlando Johnson,SG,26,NOP,2016,5,1,54,5,20,12,25,2,50,1,5,2,1,0,3,4,-2.1,17.1,-0.185,-0.1
Stanley Johnson,SF,19,DET,2016,73,6,1687,205,30.7,395,41,102,78.4,58,248,118,55,12,114,178,8.7,19.6,0.018,-0.2
Tyler Johnson,SG,23,MIA,2016,36,5,863,71,38,172,52.900000000000006,64,79.7,28,81,79,24,14,47,66,13.8,16.8,0.113,0.5
Wesley Johnson,SF,28,LAC,2016,80,9,1666,309,33.300000000000004,206,51,46,65.2,37,211,49,89,56,54,173,11,16,0.076,1
Nikola Jokic,C,20,DEN,2016,80,55,1733,84,33.300000000000004,516,54.1,190,81.10000000000001,181,379,189,79,50,104,208,21.5,19.9,0.185,3
James Jones,SF,35,CLE,2016,48,0,463,104,39.4,38,44.7,26,80.80000000000001,8,42,14,11,10,13,50,11.6,16.2,0.12,0.1
Terrence Jones,PF,24,HOU,2016,50,11,1044,79,31.6,288,49,116,66.4,62,149,41,23,39,49,86,13.5,19.3,0.068,-0.4
Tyus Jones,PG,19,MIN,2016,37,0,573,53,30.2,103,38.800000000000004,39,71.8,7,40,108,31,3,33,33,11.2,16.1,0.027,-0.3
DeAndre Jordan,C,27,LAC,2016,77,77,2598,1,0,507,70.39999999999999,619,43,267,792,90,51,177,107,207,20.6,15.4,0.213,3.5
Cory Joseph,SG,24,TOR,2016,80,4,2046,110,27.3,475,47.8,174,76.4,39,171,250,63,20,102,131,12.4,17,0.082,0.5
Chris Kaman,C,33,POR,2016,16,2,112,4,25,39,48.699999999999996,3,100,7,17,11,1,1,8,15,11.1,20.4,0.037,-0.1
Frank Kaminsky,C,22,CHO,2016,81,3,1708,202,33.7,323,45.5,148,73,69,266,98,38,43,58,126,12.5,17.1,0.093,0.3
Enes Kanter,C,23,OKC,2016,82,1,1721,21,47.599999999999994,698,57.9,251,79.7,249,415,33,26,33,115,166,24,23.4,0.226,0.1
Sergey Karasev,SF,22,BRK,2016,40,5,399,37,29.7,37,51.4,28,92.9,8,50,35,6,2,22,27,8.5,12.1,0.031,-0.2
Ryan Kelly,PF,24,LAL,2016,36,0,470,37,13.5,112,44.6,54,68.5,21,100,20,13,10,18,39,10.3,17.9,0.005,-0.5
